objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
BRGA.46.19,4,German,0,163726,1929,168497,"Installation for Feder Furniture Exhibition, Berlin, 1929: Plan and interior elevations",https://www.harvardartmuseums.org/collections/object/168497
BRLF.1003.45,2,American,1,181881,1940s-1950s,10641,"[Ploughed field, Dessau]",https://www.harvardartmuseums.org/collections/object/10641
P1970.5394,0,American,0,237006,"March 3, 1960-March 13, 1960",273749,Untitled (Hong Kong),https://www.harvardartmuseums.org/collections/object/273749
1.1965.2746,6,Greek,0,3213,305-285 BCE,169727,Tetradrachm of Ptolemy I,https://www.harvardartmuseums.org/collections/object/169727
M7477,9,French,0,209303,17th century,271239,"Letter M from Ovid, Metamorphoses, Paris, 1619",https://www.harvardartmuseums.org/collections/object/271239
1960.4.93,17,Thai,0,83738,18th century,203121,"Thai Rubbing from the West Wall of the Temple of Wat Po, Bangkok; Hanuman Crosses the Bridge in Indra's Chariot",https://www.harvardartmuseums.org/collections/object/203121
1977.216.2123.327,1,Greek,0,97036,9th-8th century BCE,191898,Fragment of a Kantharos,https://www.harvardartmuseums.org/collections/object/191898
M341,2,American,0,201344,20th century,262821,Cloister Street,https://www.harvardartmuseums.org/collections/object/262821
BRLF.507.1,0,German,1,177354,1936,35883,[Rocky coastal view],https://www.harvardartmuseums.org/collections/object/35883
1.1965.1155,36,Greek,0,1623,325 BCE-320 BCE,188014,"Tetradrachm of Alexander the Great, Side",https://www.harvardartmuseums.org/collections/object/188014
1995.1113,0,Roman,0,117756,230 CE,195879,Denarius of Severus Alexander,https://www.harvardartmuseums.org/collections/object/195879
G5462,3,German,0,197360,1558,276298,Pentecost,https://www.harvardartmuseums.org/collections/object/276298
3.2002.3037.2,0,American,0,16910,c. 1903,313739,"Defectives, Insane: United States. Massachusetts. Waverly. McLean Hospital. Women's Gymnasium: Entrance hall",https://www.harvardartmuseums.org/collections/object/313739
P2000.127,4,American,0,242628,1956,188914,Chicago 62,https://www.harvardartmuseums.org/collections/object/188914
1978.477.73.1,7,Japanese,0,99480,,100417,"Modern Toba-e (Toba-e ichiryu), Vol. 1",https://www.harvardartmuseums.org/collections/object/100417
1933.5,2,Greek,0,60041,500-450 B.C.,185982,Fraction of Dikaia?,https://www.harvardartmuseums.org/collections/object/185982
1977.216.2109,1,Roman,0,96638,,291131,"CAST OF A GEM WITH A PORTRAIT OF JULIUS OR AUGUTUS  CAESAR (NO 412) FROM    THE GEM ROOM,UFIZZI MUSEU M,FLORENCE",https://www.harvardartmuseums.org/collections/object/291131
1951.31.4.1881,2,Byzantine,0,75235,,191564,Lead Cross Pendant,https://www.harvardartmuseums.org/collections/object/191564
1932.92,19,American,0,56600,1889,306618,"Rocks, Port Goulphar, Belle Ile",https://www.harvardartmuseums.org/collections/object/306618
1951.31.4.2352,6,Arab,0,75706,12th century,182549,"Dinar of al-Amir, Misr",https://www.harvardartmuseums.org/collections/object/182549
BR63.4684,2,German?,1,159181,undated,160856,Untitled [Coastal Town],https://www.harvardartmuseums.org/collections/object/160856
1981.74.369,3,Greek,0,103145,,182976,Coin of Ilion,https://www.harvardartmuseums.org/collections/object/182976
4.2002.14652,2,American,0,33539,c. 1950,127771,Untitled (chimp jumping to catch trapeze bar),https://www.harvardartmuseums.org/collections/object/127771
4.2002.16158,0,American,0,35769,c. 1950,126378,Untitled (bridge construcion),https://www.harvardartmuseums.org/collections/object/126378
120.1976.70,2,American,0,47653,19th century,19819,The Artist at Work,https://www.harvardartmuseums.org/collections/object/19819
4.2002.14289,2,American,0,33176,c. 1950,127904,Untitled (man with large machines inside GE factory),https://www.harvardartmuseums.org/collections/object/127904
2006.170.224,21,Chinese,0,126280,5th-6th century,174786,Ink palette or circular stand,https://www.harvardartmuseums.org/collections/object/174786
4.2002.2353,13,American,1,21484,c. 1950,140095,"Untitled (portrait of a nude woman, one elbow raised)",https://www.harvardartmuseums.org/collections/object/140095
2017.97.2.1,8,,0,140103,,357619,"""Venus"" for reproduction in Life Magazine February 1994",https://www.harvardartmuseums.org/collections/object/357619
M10430,16,British,0,212103,1825,254670,Sleeping Lion,https://www.harvardartmuseums.org/collections/object/254670
1984.350,47,Japanese,0,105491,"Kamakura period, 1321",200873,Iconographic Drawing (Besson zakki) 1 vol.,https://www.harvardartmuseums.org/collections/object/200873
1.1965.2773,9,Greek,0,3240,81-80 BCE,170008,Tetradrachm of Cleopatra Berenike or Ptolemy XII,https://www.harvardartmuseums.org/collections/object/170008
1977.216.2178,23,,0,97294,,291242,PLASTER CAST OF HEAD OF ZEUS MUSEUM OF FINE ARTS B OSTON RECD. 1909,https://www.harvardartmuseums.org/collections/object/291242
R9879,1,British,0,252987,19th century,244046,Spring Showers,https://www.harvardartmuseums.org/collections/object/244046
R7134,2,French,0,250410,19th century,239686,Valley Stream with Cattle,https://www.harvardartmuseums.org/collections/object/239686
G980,9,French,0,193285,1693,275130,"Venus, Juno and Ceres.  Venus Going to Olympus",https://www.harvardartmuseums.org/collections/object/275130
BRGA.27.23,11,German,0,162180,c. 1927-1929,53836,"Municipal Employment Office, Dessau, 1927-1929",https://www.harvardartmuseums.org/collections/object/53836
4.2002.2117,4,American,0,21246,1955,140276,Untitled (family portrait in studio),https://www.harvardartmuseums.org/collections/object/140276
P1970.5526,1,American,0,237138,"March 14, 1960-April 22, 1960",214463,Untitled (Japan),https://www.harvardartmuseums.org/collections/object/214463
1967.79.183,3,American,0,87957,1941,7919,Octagon Color-Space Diagrams,https://www.harvardartmuseums.org/collections/object/7919
Straus.4349,2,,0,265910,,343842,"X-radiograph(s) of ""Madonna and Child with Saints and Donor""",https://www.harvardartmuseums.org/collections/object/343842
1919.150,34,Arab,0,51293,1300-1399,217372,"Folio from a Qur'an: Sura 70: mid 4 - begin 15 (recto), Sura 70: mid 15 - mid 27 (verso)",https://www.harvardartmuseums.org/collections/object/217372
BRLF.1014.51,0,American,1,184676,1940s-1950s,29228,[Watercolor by Lyonel Feininger],https://www.harvardartmuseums.org/collections/object/29228
M26355,1,American,1,229779,2001,49540,Untitled,https://www.harvardartmuseums.org/collections/object/49540
R6245,0,Flemish,0,249590,17th century,240802,Landscape with a man on horseback,https://www.harvardartmuseums.org/collections/object/240802
1996.98,5,German,0,118797,20th century,218254,[Street Scene],https://www.harvardartmuseums.org/collections/object/218254
BRLF.306.8,0,German,1,172757,early 1930s,40695,[Scaffolding],https://www.harvardartmuseums.org/collections/object/40695
2009.202.13,83,Indian,0,134074,early 19th century,217749,Palace Façade and Entrance,https://www.harvardartmuseums.org/collections/object/217749
1951.31.4.275,9,Byzantine,0,73628,491-518 CE,196612,Follis of Anastasios I,https://www.harvardartmuseums.org/collections/object/196612
M8734,3,French,0,210502,19th century,265670,Customs,https://www.harvardartmuseums.org/collections/object/265670
BRLF.400.12,1,German,1,174102,1931,39295,[Youthful admirers of Andreas's Opel two-seater],https://www.harvardartmuseums.org/collections/object/39295
1937.7.5.17,33,American,0,63283,1871,198444,Mountain Landscape,https://www.harvardartmuseums.org/collections/object/198444
4.2002.12527,0,American,0,31589,c. 1940,129801,Untitled (portrait of older and younger man),https://www.harvardartmuseums.org/collections/object/129801
4.2002.2518,4,American,1,21667,c. 1955,139785,Untitled (men painting outside of Teen Palace),https://www.harvardartmuseums.org/collections/object/139785
Straus.51,3,,0,261550,1941,324240,Oxgall (natural),https://www.harvardartmuseums.org/collections/object/324240
BR63.556,10,German,1,155050,3/15/1908,159400,Untitled [Still Life],https://www.harvardartmuseums.org/collections/object/159400
1986.671,48,British,0,111766,1893,295115,Woman Looking Over a Fence,https://www.harvardartmuseums.org/collections/object/295115
2.2002.234,12,American,1,4034,1982,159709,Rose and Her Son Jason,https://www.harvardartmuseums.org/collections/object/159709
BRLF.253.13,0,German,1,172212,unknown,41306,"[Clouds study, Deep, Baltic Coast]",https://www.harvardartmuseums.org/collections/object/41306
P1995.239.13,0,French,1,240957,20th century,283014,Untitled,https://www.harvardartmuseums.org/collections/object/283014
M21986.11,1,French,0,222701,1843,263997,The Fallen Woman's Father,https://www.harvardartmuseums.org/collections/object/263997
4.2002.22653,1,American,0,41033,1930,119515,Untitled (portrait of man wearing tweed jacket and tie),https://www.harvardartmuseums.org/collections/object/119515
G7958,6,British,0,198397,18th-19th century,275716,"Landscape, with the Story of the Judgment of Paris",https://www.harvardartmuseums.org/collections/object/275716
M14596,5,French,1,215078,1959,264542,Banquet of Boulders,https://www.harvardartmuseums.org/collections/object/264542
G3049,17,Italian,0,195157,1757,279742,View of the Flavian Amphitheater Called the Colosseum,https://www.harvardartmuseums.org/collections/object/279742
BRGA.6.141,4,German,0,160642,c. 1914,51445,"Werkbund Exhibition - 5 Koln, 1914",https://www.harvardartmuseums.org/collections/object/51445
BRLF.92.3,0,German,1,168388,1936,44533,"[Schooners drying sails, Stockholm]",https://www.harvardartmuseums.org/collections/object/44533
1929.291,146,American,0,55431,1922-1924,306565,"Study of a Male Nude for Staircase Decorative Relief Panel IIA, Museum of Fine Arts, Boston",https://www.harvardartmuseums.org/collections/object/306565
4.2002.15366,0,American,0,34253,c. 1950,127105,Untitled (family sleeping on train seats),https://www.harvardartmuseums.org/collections/object/127105
1974.98.1,24,Japanese,0,92026,"Kamakura period, early 14th century",141152,"Lotus Sutra (Hokke-kyō), Vol. 1",https://www.harvardartmuseums.org/collections/object/141152
1933.4.1025,17,Japanese,0,58009,"Edo period, 1834 (Tempō 5)",93481,Fuji in a Winter Wind (Kogarashi no Fuji): Detached page from One Hundred Views of Mount Fuji (Fugaku hyakkei) Vol. 1,https://www.harvardartmuseums.org/collections/object/93481
BRGA.20.422,2,German,0,161330,c. 1926,51146,"Bauhaus Building, Dessau, 1925-1926",https://www.harvardartmuseums.org/collections/object/51146
Straus.4962,3,,0,266523,,344455,"X-radiograph(s) of ""Portrait of a Girl (miniature)""",https://www.harvardartmuseums.org/collections/object/344455
R11019,7,Italian,0,253622,19th century,248452,Clizia,https://www.harvardartmuseums.org/collections/object/248452
3.2002.2641,0,European?,0,15505,c. 1903,152886,"Social Settlements: France. Paris. L'Union Familiale: L'Union Familiale, Paris, France.: Rue de Charonne.",https://www.harvardartmuseums.org/collections/object/152886
1981.74.444,0,Roman Provincial,0,103220,1st century BCE-1st century CE,182847,Coin of Ephesos,https://www.harvardartmuseums.org/collections/object/182847
1929.336.9,20,Italian,0,55473,19th century,94231,"The Penitent Magdalene, after Canova",https://www.harvardartmuseums.org/collections/object/94231
M10099,53,American,0,211802,1922,256922,The Cat Boat,https://www.harvardartmuseums.org/collections/object/256922
4.2002.17780,0,American,0,37485,c. 1950,124545,Untitled (girl and boy next to fence),https://www.harvardartmuseums.org/collections/object/124545
3.2002.1128,0,American,0,11420,c. 1900,154159,"Charity, Public: United States. New York. Schenectady. Schenectady County Almshouse: Louisiana Purchase Exposition Commission",https://www.harvardartmuseums.org/collections/object/154159
1936.153.205,2,American,0,62892,19th-20th century,307436,"Male Head in Profile, with Notes",https://www.harvardartmuseums.org/collections/object/307436
BRLF.368.1,0,German,1,173754,1931,39170,[Sailboat on water with reflection],https://www.harvardartmuseums.org/collections/object/39170
R5106,4,British,0,248595,19th century,249759,Crossing the Sands,https://www.harvardartmuseums.org/collections/object/249759
1994.47.27,0,American,1,115426,1994,54480,Variations on a Theme (No. 125),https://www.harvardartmuseums.org/collections/object/54480
G262,55,French,0,192694,1767,232352,"Charles Philippe (Charles X.) at Age Six with his Sister Clotilde at Age Four, with goats",https://www.harvardartmuseums.org/collections/object/232352
1943.50.589,12,Chinese,0,67997,206 BCE - 9 CE (?),204604,Ornate Jade Disk,https://www.harvardartmuseums.org/collections/object/204604
1979.428.666,57,German,0,101570,17th-19th century,179919,Copper Coin,https://www.harvardartmuseums.org/collections/object/179919
Straus.6792,1,,0,268351,,346285,"X-radiograph(s) of ""Tuckerman Salisbury (Mrs. Stephen Salisbury I)""",https://www.harvardartmuseums.org/collections/object/346285
1965.159,10,American,1,86859,20th century,308825,Italian Landscape,https://www.harvardartmuseums.org/collections/object/308825
1988.3.1,13,Japanese,0,112309,"Late Edo period, circa 1855-1860",211383,Actor Ichikawa Kuzō 3rd (One of Three Kabuki Actors),https://www.harvardartmuseums.org/collections/object/211383
4.2002.9719,2,American,0,28796,1960,132542,"Untitled (interior view of bedroom with canopy beds, vanity mirror, and dresser)",https://www.harvardartmuseums.org/collections/object/132542
M262,6,French,0,201268,1862,265575,The Squirrel and the Fly,https://www.harvardartmuseums.org/collections/object/265575
1973.104,95,American,0,91281,1973,310564,"Grey-Blue for Hank Williams, No. 2",https://www.harvardartmuseums.org/collections/object/310564
CW2001.775.1,3,American,0,188813,9/18/1961,145240,"Notes from Sept. 18, 1961; verso: blank",https://www.harvardartmuseums.org/collections/object/145240
S8.32.1,19,Italian,0,259349,1612,236433,"Wedding Guests Depart from the Burgos, Gonzalo Gustos Remains with Ruy Velazquez While the Infantes Accompany Dona Lambra to Barbadillo",https://www.harvardartmuseums.org/collections/object/236433
4.2002.1261,0,American,1,20364,c. 1930,140954,Untitled (portrait of a young woman),https://www.harvardartmuseums.org/collections/object/140954
1928.128.A,4,German,0,54624,1774-1814,231817,Saucer,https://www.harvardartmuseums.org/collections/object/231817
S7.167.1,17,Italian,0,259206,17th century,71821,Two Genii Blowing Bubbles and a Bat,https://www.harvardartmuseums.org/collections/object/71821
2017.97.17,0,,0,140158,,358237,1 of 30 contact sheets for Nudes Glass Negatives,https://www.harvardartmuseums.org/collections/object/358237
Straus.7586,0,,0,269145,,347079,"X-radiograph(s) of ""Harbor Fight""",https://www.harvardartmuseums.org/collections/object/347079
1985.696.1,15,Japanese,0,109062,"Mid Edo period, dated 1755",142199,"Beauties of All Times (Ehon tokiwaga-gusa), 1st of 3 Volumes",https://www.harvardartmuseums.org/collections/object/142199
1975.8,669,Japanese,0,92239,late 19th century,202212,A Compendium of Seals on Japanese and Chinese Calligraphy and Paintings (Wakan shoga inshū),https://www.harvardartmuseums.org/collections/object/202212
4.2002.6169,0,American,1,25258,"c. 1935, printed later",136357,"Untitled (six photographs: two women sitting in sandy area near woods; man and woman on sandy area in front of woods; view of Old Orchard House, Maine; man and two women on sandy area in front of woods; couple seated on beach; man on sandy area)",https://www.harvardartmuseums.org/collections/object/136357
4.2002.15422,1,American,0,34309,c. 1960,127099,Untitled (man applying blush to woman's cheeks),https://www.harvardartmuseums.org/collections/object/127099
BR71.145,1,German,0,159989,19th-20th century,219873,Sketch of a landscape with a Tower  (October 6th),https://www.harvardartmuseums.org/collections/object/219873
